,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,주소
2038,한성아트홀(구. 인켈아트홀),2.0,400.0,"2관
1관","155
245",민간(대학로),1990.0,서울,종로구,서울특별시 종로구 창경궁로 254 (명륜2가)
2040,한양대학교 노천극장,1.0,5000.0,한양대학교 노천극장,5000,민간(대학로 외),1980.0,서울,성동구,서울특별시 성동구 왕십리로 222 (사근동)
2041,한양대학교 올림픽체육관,1.0,7000.0,한양대학교 올림픽체육관,7000,민간(대학로 외),1980.0,서울,성동구,서울특별시 성동구 왕십리로 222 (사근동)
2042,한양레퍼토리씨어터,1.0,0.0,한양레퍼토리씨어터,0,민간(대학로),2003.0,서울,종로구,서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 지하1층
2043,한얼소극장,1.0,50.0,한얼소극장,50,민간(대학로),2002.0,서울,종로구,서울특별시 종로구 창경궁로35길 17 (혜화동)
2045,한예극장,1.0,200.0,한예극장,200,민간(대학로),0.0,서울,종로구,서울특별시 종로구 이화장길 66(동숭동)
2047,한우리정보문화센터,1.0,180.0,한우리홀,180,공공(기타),2009.0,서울,서초구,서울특별시 서초구 남부순환로340길 15 (서초동) 서초구립한우리정보문화센터
2049,한전아트센터,1.0,999.0,한전아트센터,999,공공(기타),2001.0,서울,서초구,서울특별시 서초구 효령로72길 60 (서초동)
2066,해바라기소극장(구. 훈아트홀),1.0,61.0,해바라기소극장(구. 훈아트홀),61,민간(대학로),2013.0,서울,종로구,서울특별시 종로구 동숭길 76 (동숭동)
2067,해봄연습실,1.0,0.0,해봄연습실,0,민간(대학로 외),0.0,서울,관악구,서울특별시 관악구 관천로 58(신림동)
2068,해오름 예술극장,1.0,170.0,해오름 예술극장,170,민간(대학로),2014.0,서울,종로구,서울특별시 종로구 창경궁로 260 (명륜2가)
2071,해피씨어터,1.0,250.0,해피씨어터,250,민간(대학로),2008.0,서울,종로구,서울특별시 종로구 대학로10길 5 (동숭동)
2076,허수아비소극장,1.0,83.0,허수아비소극장,83,민간(대학로),2018.0,서울,종로구,서울특별시 종로구 성균관로3길 20-4 (명륜3가)
2077,헤르만아트홀,1.0,120.0,헤르만아트홀,120,민간(대학로 외),2022.0,서울,성동구,"서울특별시 성동구 상원6나길 24(성수동1가, 청호 서울숲 뜨레피움 오피스텔)"
2079,헤이그라운드 성수시작점,1.0,0.0,스카이라운지,0,민간(대학로 외),0.0,서울,성동구,서울특별시 성동구 뚝섬로1나길 5(성수동1가)
2080,헬덴뮤직,1.0,0.0,헬덴홀,0,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 반포대로14길 29(서초동)
2082,현대백화점 문화홀 [목동],1.0,530.0,현대백화점 문화홀 [목동],530,민간(대학로 외),0.0,서울,양천구,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) "
2083,현대백화점 문화홀 [미아],1.0,480.0,현대백화점 문화홀 [미아],480,민간(대학로 외),2001.0,서울,성북구,서울특별시 성북구 동소문로 315 (길음동)
2084,현대백화점 문화홀 [신촌],1.0,410.0,현대백화점 문화홀 [신촌],410,민간(대학로 외),2013.0,서울,서대문구,서울특별시 서대문구 신촌로 83 (창천동)
2085,현대백화점 문화홀 [압구정],1.0,300.0,토파즈홀 (컬처파크 4층),300,민간(대학로 외),1985.0,서울,강남구,서울특별시 강남구 압구정로29길 21
2088,현대백화점 문화홀 [천호],1.0,400.0,현대백화점 문화홀 [천호],400,민간(대학로 외),0.0,서울,강동구,서울특별시 강동구 천호대로 1005 (천호동)
2093,현대카드 언더스테이지,2.0,375.0,"스튜디오
Vinyl ＆ Plastic(뮤직라이브러리)","350
25",민간(대학로 외),2015.0,서울,용산구,서울특별시 용산구 이태원로 246 (한남동) 
2096,혜화아트센터,1.0,0.0,혜화아트센터,0,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로 156(혜화동)
2098,호원아트홀,1.0,462.0,호원아트홀,462,민간(대학로 외),2011.0,서울,강동구,서울특별시 강동구 성안로 30 (성내동)
2099,호은아트홀(구 키득키득아트홀),1.0,200.0,호은아트홀(구 키득키득아트홀),200,민간(대학로),2013.0,서울,종로구,서울특별시 종로구 동숭길 41 (동숭동)
2106,홀로키즈파크 롤리팝아트홀,1.0,0.0,홀로키즈파크 롤리팝아트홀,0,민간(대학로 외),2020.0,서울,서초구,서울특별시 서초구 본마을4길 3 (신원동)
2109,홍대 stay.round.GEE,1.0,0.0,홍대 stay.round.GEE,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 양화로 100-10(서교동)
2110,홍대 the STUMP(더 스텀프),1.0,100.0,홍대 the STUMP(더 스텀프),100,민간(대학로 외),2015.0,서울,마포구,서울특별시 마포구 와우산로21길 20-11 (서교동)
2111,홍대난타극장(구. 뮤직쇼웨딩 전용관),1.0,323.0,홍대난타극장(구. 뮤직쇼웨딩 전용관),323,민간(대학로 외),2011.0,서울,마포구,서울특별시 마포구 양화로16길 29 (서교동)
2112,홍대우주정거장,1.0,0.0,홍대우주정거장,0,기타(비공연장),2017.0,서울,마포구,서울특별시 마포구 와우산로29길 16(서교동)
2113,홍대파티룸벨라뷰,1.0,0.0,홍대파티룸벨라뷰 ,0,기타(비공연장),0.0,서울,서대문구,서울특별시 서대문구 연희로26길 20 (연희동)
2115,홍익대 대학로 아트센터,2.0,852.0,"대극장
소극장","702
150",민간(대학로),2013.0,서울,종로구,서울특별시 종로구 대학로 57 (연건동)
2120,홍해성 소극장,1.0,0.0,소극장,0,민간(대학로),0.0,서울,종로구,서울특별시 종로구 동숭길 64 (동숭동)
2129,횃불선교회관,1.0,0.0,사랑성전,0,기타(비공연장),0.0,서울,서초구,서울특별시 서초구 바우뫼로31길 70(양재동)
2133,효천아트센터 그라운드씬,1.0,201.0,효천아트센터 그라운드씬,201,민간(대학로),2010.0,서울,종로구,서울특별시 종로구 성균관로 87 (명륜1가)
2134,후암스테이지,2.0,115.0,"1관 (구. 마라카 3관, 오씨어터)
2관","115
0",민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가)
2135,후암스튜디오(후암아트홀),1.0,170.0,후암스튜디오(후암아트홀),170,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가)
2136,후암씨어터(콘텐츠룸),1.0,209.0,후암씨어터(콘텐츠룸),209,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가)
2138,후케즈,1.0,140.0,공연장,140,민간(대학로 외),0.0,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가)
2139,흰물결아트센터,3.0,975.0,"화이트홀
아트홀
예술극장","475
200
300",민간(대학로 외),2007.0,서울,서초구,서울특별시 서초구 반포대로 150 (서초동)
2140,히브루스홀,1.0,0.0,히브루스홀,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 서강로 144(노고산동)
